@RELATION TrainingData.arff

@ATTRIBUTE Aluminium numeric
@ATTRIBUTE Krzem numeric
@ATTRIBUTE Magnez numeric
@ATTRIBUTE Miedz numeric
@ATTRIBUTE Cynk numeric
@ATTRIBUTE Cyna numeric
@ATTRIBUTE Nikiel numeric
@ATTRIBUTE Zelazo numeric
@ATTRIBUTE Olow numeric
@ATTRIBUTE TemperaturaWytapiania numeric
@ATTRIBUTE CzasWytapiania numeric
@ATTRIBUTE TemperaturaStudzenia numeric
@ATTRIBUTE CzasPodgrzewania numeric
@ATTRIBUTE TemperaturaStudzenia2 numeric
@ATTRIBUTE CzasPodgrzewania2 numeric
@ATTRIBUTE StopieńUszlachetniania numeric
@ATTRIBUTE Jakość numeric

@DATA
80,20,0,0,0,0,0,0,0,728,36,515,8,258,19,3,4
80,20,0,0,0,0,0,0,0,1138,56,707,24,446,22,4,38
80,20,0,0,0,0,0,0,0,1527,67,1135,6,587,23,4,35
80,20,0,0,0,0,0,0,0,1051,30,662,8,424,20,5,18
80,20,0,0,0,0,0,0,0,708,48,499,17,297,14,5,8
80,20,0,0,0,0,0,0,0,729,56,413,21,247,18,1,0
80,20,0,0,0,0,0,0,0,925,65,625,15,330,24,3,16
80,20,0,0,0,0,0,0,0,990,49,571,23,318,28,5,29
80,20,0,0,0,0,0,0,0,718,64,549,6,305,39,3,4
80,20,0,0,0,0,0,0,0,1604,50,893,6,520,27,3,65
80,20,0,0,0,0,0,0,0,1124,32,818,6,311,26,3,19
80,20,0,0,0,0,0,0,0,1286,41,957,9,535,33,1,35
80,20,0,0,0,0,0,0,0,1364,36,973,16,367,29,4,42
80,20,0,0,0,0,0,0,0,1120,33,719,11,358,19,3,24
80,20,0,0,0,0,0,0,0,930,54,708,5,250,35,5,21
80,20,0,0,0,0,0,0,0,1614,51,1213,21,639,17,2,63
80,20,0,0,0,0,0,0,0,1030,45,654,8,283,12,2,26
80,20,0,0,0,0,0,0,0,715,51,489,17,247,25,1,0
80,20,0,0,0,0,0,0,0,771,64,537,19,306,39,5,8
80,20,0,0,0,0,0,0,0,979,39,678,23,286,39,4,22
80,20,0,0,0,0,0,0,0,1290,47,716,10,491,38,5,49
80,20,0,0,0,0,0,0,0,1160,37,737,21,465,19,3,30
80,20,0,0,0,0,0,0,0,1015,53,630,13,270,13,2,27
80,20,0,0,0,0,0,0,0,1383,61,884,22,459,31,4,53
80,20,0,0,0,0,0,0,0,767,54,516,22,195,23,1,2
80,20,0,0,0,0,0,0,0,1457,67,1140,5,518,36,1,25
80,20,0,0,0,0,0,0,0,1012,36,613,20,362,27,1,15
80,20,0,0,0,0,0,0,0,761,65,577,8,236,34,4,6
80,20,0,0,0,0,0,0,0,1392,67,990,8,413,27,4,37
80,20,0,0,0,0,0,0,0,1408,38,800,13,489,13,3,42
80,20,0,0,0,0,0,0,0,769,54,577,24,297,16,2,4
80,20,0,0,0,0,0,0,0,1158,49,854,18,300,12,5,45
80,20,0,0,0,0,0,0,0,966,67,635,23,299,19,4,17
80,20,0,0,0,0,0,0,0,1657,63,1109,11,421,23,2,50
80,20,0,0,0,0,0,0,0,957,57,617,19,331,21,1,20
80,20,0,0,0,0,0,0,0,1544,32,1113,17,458,31,5,41
80,20,0,0,0,0,0,0,0,1116,36,843,10,436,22,1,18
80,20,0,0,0,0,0,0,0,784,33,593,12,286,25,2,3
80,20,0,0,0,0,0,0,0,894,41,494,12,308,39,2,11
80,20,0,0,0,0,0,0,0,732,51,433,14,279,19,2,2
80,20,0,0,0,0,0,0,0,1047,37,623,8,327,32,1,17
80,20,0,0,0,0,0,0,0,957,61,692,6,260,16,1,13
80,20,0,0,0,0,0,0,0,1134,68,772,23,354,14,5,27
80,20,0,0,0,0,0,0,0,1502,49,922,10,599,39,5,72
80,20,0,0,0,0,0,0,0,1401,41,908,22,444,31,2,54
80,20,0,0,0,0,0,0,0,1174,30,724,23,365,31,4,22
80,20,0,0,0,0,0,0,0,1050,57,793,6,336,31,2,23
80,20,0,0,0,0,0,0,0,1549,32,1210,20,459,31,5,34
80,20,0,0,0,0,0,0,0,1454,64,857,19,538,18,4,43
80,20,0,0,0,0,0,0,0,1425,52,809,21,423,15,3,59
80,20,0,0,0,0,0,0,0,1212,45,884,13,523,31,1,37
80,20,0,0,0,0,0,0,0,1444,50,853,7,548,37,4,67
80,20,0,0,0,0,0,0,0,1561,58,1038,16,584,22,4,71
80,20,0,0,0,0,0,0,0,1030,61,723,17,304,27,5,28
80,20,0,0,0,0,0,0,0,1516,58,1026,6,486,33,4,64
80,20,0,0,0,0,0,0,0,1016,63,778,14,299,25,2,17
80,20,0,0,0,0,0,0,0,826,56,635,21,281,16,1,6
80,20,0,0,0,0,0,0,0,890,47,616,6,313,29,1,14
80,20,0,0,0,0,0,0,0,1164,61,683,21,457,31,5,32
80,20,0,0,0,0,0,0,0,1380,53,859,12,517,18,4,66
80,20,0,0,0,0,0,0,0,1335,57,863,24,428,22,3,56
80,20,0,0,0,0,0,0,0,915,34,663,22,246,35,3,12
80,20,0,0,0,0,0,0,0,1439,35,936,7,570,29,2,41
80,20,0,0,0,0,0,0,0,1408,66,1022,14,526,32,3,39
80,20,0,0,0,0,0,0,0,1212,69,763,17,488,12,4,26
80,20,0,0,0,0,0,0,0,711,42,492,24,256,39,5,8
80,20,0,0,0,0,0,0,0,987,64,721,22,327,35,1,12
80,20,0,0,0,0,0,0,0,1059,50,835,23,366,29,3,30
80,20,0,0,0,0,0,0,0,1639,58,1199,8,519,35,3,57
80,20,0,0,0,0,0,0,0,924,65,551,21,360,26,2,10
80,20,0,0,0,0,0,0,0,1104,45,769,5,305,35,1,29
80,20,0,0,0,0,0,0,0,1609,52,915,14,409,27,4,66
80,20,0,0,0,0,0,0,0,1426,65,1002,23,578,39,1,34
80,20,0,0,0,0,0,0,0,1295,34,715,8,427,15,1,24
80,20,0,0,0,0,0,0,0,819,60,626,17,309,12,5,11
80,20,0,0,0,0,0,0,0,1043,40,579,19,383,24,4,24
80,20,0,0,0,0,0,0,0,766,67,551,15,238,34,4,6
80,20,0,0,0,0,0,0,0,889,41,673,13,231,31,4,15
80,20,0,0,0,0,0,0,0,825,59,624,21,238,33,5,12
80,20,0,0,0,0,0,0,0,1354,44,983,23,551,12,1,44
80,20,0,0,0,0,0,0,0,764,37,422,19,279,18,3,4
80,20,0,0,0,0,0,0,0,1624,55,1249,22,661,38,2,50
80,20,0,0,0,0,0,0,0,838,57,469,15,260,34,2,8
80,20,0,0,0,0,0,0,0,1198,44,843,7,444,24,1,38
80,20,0,0,0,0,0,0,0,1330,37,872,23,511,30,5,46
80,20,0,0,0,0,0,0,0,894,43,616,14,306,18,2,15
80,20,0,0,0,0,0,0,0,760,32,535,13,194,15,5,8
80,20,0,0,0,0,0,0,0,1329,47,872,5,419,10,4,63
80,20,0,0,0,0,0,0,0,822,32,483,24,284,32,5,9
80,20,0,0,0,0,0,0,0,1657,36,904,24,630,34,2,34
80,20,0,0,0,0,0,0,0,1394,32,1030,19,356,27,5,35
80,20,0,0,0,0,0,0,0,840,38,499,6,264,32,2,7
80,20,0,0,0,0,0,0,0,834,49,566,21,297,29,1,11
80,20,0,0,0,0,0,0,0,1011,67,689,23,331,23,1,14
80,20,0,0,0,0,0,0,0,756,61,434,18,289,26,1,0
80,20,0,0,0,0,0,0,0,1593,32,1183,20,673,10,4,33
80,20,0,0,0,0,0,0,0,737,32,538,9,197,17,3,4
80,20,0,0,0,0,0,0,0,1162,52,807,19,304,19,3,46
80,20,0,0,0,0,0,0,0,1413,69,877,10,468,20,4,35
80,20,0,0,0,0,0,0,0,1587,65,1025,7,558,18,4,47
80,20,0,0,0,0,0,0,0,1461,45,1098,24,526,13,4,56
80,20,0,0,0,0,0,0,0,1587,68,1016,24,450,39,5,40
80,20,0,0,0,0,0,0,0,1375,57,929,13,571,25,2,58
80,20,0,0,0,0,0,0,0,1247,42,952,6,515,38,5,37
80,20,0,0,0,0,0,0,0,1244,39,687,8,439,37,5,34
80,20,0,0,0,0,0,0,0,1117,37,620,12,420,29,3,22
80,20,0,0,0,0,0,0,0,889,62,688,24,324,21,3,11
80,20,0,0,0,0,0,0,0,1242,58,875,20,451,33,5,47
80,20,0,0,0,0,0,0,0,945,45,690,7,320,23,5,25
80,20,0,0,0,0,0,0,0,1341,54,731,12,422,16,1,44
80,20,0,0,0,0,0,0,0,1252,47,702,19,323,12,3,42
80,20,0,0,0,0,0,0,0,875,50,588,15,352,31,5,25
80,20,0,0,0,0,0,0,0,727,64,520,10,198,20,1,0
80,20,0,0,0,0,0,0,0,1274,56,704,15,429,25,1,41
80,20,0,0,0,0,0,0,0,1471,33,956,9,602,16,3,38
80,20,0,0,0,0,0,0,0,1618,55,1258,18,472,21,1,54
80,20,0,0,0,0,0,0,0,1249,59,764,5,414,30,4,42
80,20,0,0,0,0,0,0,0,1363,34,940,10,490,37,3,38
80,20,0,0,0,0,0,0,0,833,52,465,18,269,30,3,12
80,20,0,0,0,0,0,0,0,731,57,408,6,202,37,1,0
80,20,0,0,0,0,0,0,0,1573,64,959,5,453,38,1,37
80,20,0,0,0,0,0,0,0,733,61,443,17,234,14,5,8
80,20,0,0,0,0,0,0,0,1388,58,869,21,506,26,3,55
80,20,0,0,0,0,0,0,0,1358,56,899,10,396,26,1,58
80,20,0,0,0,0,0,0,0,1039,48,730,23,333,23,4,36
80,20,0,0,0,0,0,0,0,1334,43,784,11,520,29,5,51
80,20,0,0,0,0,0,0,0,802,54,481,6,272,28,2,7
80,20,0,0,0,0,0,0,0,1283,62,699,8,376,31,4,32
80,20,0,0,0,0,0,0,0,1571,31,1224,15,595,38,3,29
80,20,0,0,0,0,0,0,0,1398,66,899,18,454,10,1,37
80,20,0,0,0,0,0,0,0,765,36,417,21,215,14,2,2
80,20,0,0,0,0,0,0,0,707,40,499,8,215,18,1,0
80,20,0,0,0,0,0,0,0,789,33,588,21,277,16,1,0
80,20,0,0,0,0,0,0,0,1582,38,1122,13,418,29,1,46
80,20,0,0,0,0,0,0,0,1456,63,852,9,573,31,5,45
80,20,0,0,0,0,0,0,0,1598,39,1062,20,545,10,3,59
80,20,0,0,0,0,0,0,0,1460,69,835,17,382,29,3,29
80,20,0,0,0,0,0,0,0,1321,43,925,6,556,31,4,49
80,20,0,0,0,0,0,0,0,1278,59,814,24,449,34,2,43
80,20,0,0,0,0,0,0,0,1449,60,926,19,467,26,4,59
80,20,0,0,0,0,0,0,0,1290,68,767,13,367,36,5,32
80,20,0,0,0,0,0,0,0,968,49,657,12,389,17,2,28
80,20,0,0,0,0,0,0,0,724,33,572,12,273,32,1,0
80,20,0,0,0,0,0,0,0,1619,32,937,14,405,13,3,31
80,20,0,0,0,0,0,0,0,1531,45,1209,18,585,33,4,53
80,20,0,0,0,0,0,0,0,1152,34,800,22,308,22,2,24
80,20,0,0,0,0,0,0,0,902,33,494,19,239,37,5,13
80,20,0,0,0,0,0,0,0,1017,65,784,13,448,38,1,11
80,20,0,0,0,0,0,0,0,1055,49,585,11,299,38,2,26
80,20,0,0,0,0,0,0,0,911,54,523,15,287,15,3,19
80,20,0,0,0,0,0,0,0,964,32,707,19,384,11,4,15
80,20,0,0,0,0,0,0,0,1108,64,688,15,329,16,3,26
80,20,0,0,0,0,0,0,0,1016,30,757,10,296,19,2,11
80,20,0,0,0,0,0,0,0,753,47,550,6,302,17,2,3
80,20,0,0,0,0,0,0,0,992,39,584,18,361,32,2,18
80,20,0,0,0,0,0,0,0,1397,40,877,21,454,13,5,56
80,20,0,0,0,0,0,0,0,1451,57,920,9,563,35,3,58
80,20,0,0,0,0,0,0,0,1532,64,1007,7,415,10,2,42
80,20,0,0,0,0,0,0,0,1605,44,977,6,608,21,5,63
80,20,0,0,0,0,0,0,0,863,42,561,18,315,35,3,15
80,20,0,0,0,0,0,0,0,1401,45,1037,8,477,20,2,55
80,20,0,0,0,0,0,0,0,764,55,433,11,252,30,2,2
80,20,0,0,0,0,0,0,0,937,56,664,5,373,27,2,17
80,20,0,0,0,0,0,0,0,1269,52,874,11,394,10,4,61
80,20,0,0,0,0,0,0,0,1127,59,826,5,392,32,2,27
80,20,0,0,0,0,0,0,0,1536,35,1014,5,505,16,4,48
80,20,0,0,0,0,0,0,0,1004,36,652,8,283,10,1,16
80,20,0,0,0,0,0,0,0,1185,56,833,11,488,13,4,42
80,20,0,0,0,0,0,0,0,1209,53,655,8,452,38,5,41
80,20,0,0,0,0,0,0,0,1492,48,920,5,470,15,4,68
80,20,0,0,0,0,0,0,0,1327,66,901,9,419,15,1,33
80,20,0,0,0,0,0,0,0,1271,57,944,5,345,35,1,35
80,20,0,0,0,0,0,0,0,1277,43,766,22,506,20,5,46
80,20,0,0,0,0,0,0,0,1599,39,903,22,491,19,4,47
80,20,0,0,0,0,0,0,0,1645,45,1256,14,654,21,1,56
80,20,0,0,0,0,0,0,0,1509,48,1148,14,473,28,5,71
80,20,0,0,0,0,0,0,0,1071,32,751,10,396,11,3,20
80,20,0,0,0,0,0,0,0,761,57,577,5,304,21,1,0
80,20,0,0,0,0,0,0,0,1170,69,895,21,495,21,2,16
80,20,0,0,0,0,0,0,0,1012,53,669,7,254,17,2,28
80,20,0,0,0,0,0,0,0,1664,58,1261,20,494,16,2,52
80,20,0,0,0,0,0,0,0,973,59,617,17,286,15,3,23
80,20,0,0,0,0,0,0,0,926,42,684,19,348,18,4,20
80,20,0,0,0,0,0,0,0,1435,65,1002,19,483,25,2,44
80,20,0,0,0,0,0,0,0,1660,44,1142,6,438,31,3,64
80,20,0,0,0,0,0,0,0,949,69,612,7,298,30,5,17
80,20,0,0,0,0,0,0,0,769,66,507,18,196,19,3,4
80,20,0,0,0,0,0,0,0,1257,41,731,23,398,36,4,39
80,20,0,0,0,0,0,0,0,1667,33,1152,20,608,25,4,46
80,20,0,0,0,0,0,0,0,1072,53,698,18,375,24,2,37
80,20,0,0,0,0,0,0,0,929,49,546,10,299,21,1,17
80,20,0,0,0,0,0,0,0,1289,62,798,6,390,17,1,34
80,20,0,0,0,0,0,0,0,1144,55,813,10,379,16,3,39
80,20,0,0,0,0,0,0,0,997,56,727,19,371,26,3,25
80,20,0,0,0,0,0,0,0,1366,38,797,11,502,29,2,39
80,20,0,0,0,0,0,0,0,1268,39,781,12,385,27,4,42
80,20,0,0,0,0,0,0,0,1652,46,1088,13,651,33,5,81
80,20,0,0,0,0,0,0,0,1528,31,1000,7,539,11,4,37
80,20,0,0,0,0,0,0,0,1076,45,718,22,371,35,3,36
80,20,0,0,0,0,0,0,0,1578,64,1139,11,423,34,4,45
80,20,0,0,0,0,0,0,0,1518,68,877,8,388,13,1,25
80,20,0,0,0,0,0,0,0,1497,47,1015,6,470,14,2,70
80,20,0,0,0,0,0,0,0,1208,53,655,11,463,38,1,33
80,20,0,0,0,0,0,0,0,1381,61,811,21,388,20,4,45
80,20,0,0,0,0,0,0,0,1450,30,1003,22,458,17,3,32
80,20,0,0,0,0,0,0,0,1390,50,949,5,538,34,4,72
80,20,0,0,0,0,0,0,0,1104,39,705,23,426,20,1,24
80,20,0,0,0,0,0,0,0,871,39,587,21,335,29,2,12
80,20,0,0,0,0,0,0,0,895,45,681,6,375,24,1,10
80,20,0,0,0,0,0,0,0,755,51,465,13,270,22,2,3
80,20,0,0,0,0,0,0,0,1148,40,870,10,318,32,5,33
80,20,0,0,0,0,0,0,0,947,31,675,13,353,17,3,11
80,20,0,0,0,0,0,0,0,1241,34,765,6,360,15,5,32
80,20,0,0,0,0,0,0,0,1470,62,927,6,580,35,4,48
80,20,0,0,0,0,0,0,0,1375,44,935,15,378,36,1,58
80,20,0,0,0,0,0,0,0,881,32,583,18,280,21,5,14
80,20,0,0,0,0,0,0,0,1310,39,835,9,362,21,5,48
80,20,0,0,0,0,0,0,0,1524,68,1051,23,397,21,2,33
80,20,0,0,0,0,0,0,0,1614,48,1196,16,639,11,3,67
80,20,0,0,0,0,0,0,0,1313,55,877,23,339,37,4,55
80,20,0,0,0,0,0,0,0,1577,51,874,15,485,30,1,62
80,20,0,0,0,0,0,0,0,1032,61,587,16,379,18,4,23
80,20,0,0,0,0,0,0,0,1246,51,919,19,506,39,2,45
80,20,0,0,0,0,0,0,0,1433,31,1106,8,631,11,5,28
80,20,0,0,0,0,0,0,0,1047,58,660,11,406,22,3,28
80,20,0,0,0,0,0,0,0,1431,65,832,14,371,29,5,41
80,20,0,0,0,0,0,0,0,1613,57,1249,20,693,33,1,44
80,20,0,0,0,0,0,0,0,1629,39,1011,6,552,35,2,50
80,20,0,0,0,0,0,0,0,1496,39,1151,21,541,26,3,44
80,20,0,0,0,0,0,0,0,1425,30,789,11,414,36,2,23
80,20,0,0,0,0,0,0,0,1245,61,845,24,438,13,1,36
80,20,0,0,0,0,0,0,0,923,45,520,24,278,18,5,20
80,20,0,0,0,0,0,0,0,1324,46,950,5,372,27,5,57
80,20,0,0,0,0,0,0,0,811,61,444,21,313,14,5,10
80,20,0,0,0,0,0,0,0,1110,33,646,17,427,23,2,17
80,20,0,0,0,0,0,0,0,1360,44,1006,20,411,36,1,49
80,20,0,0,0,0,0,0,0,1050,50,705,16,407,19,2,40
80,20,0,0,0,0,0,0,0,1373,39,1021,21,344,11,5,43
80,20,0,0,0,0,0,0,0,1509,68,982,11,608,26,4,39
80,20,0,0,0,0,0,0,0,1507,65,895,9,579,27,2,37
80,20,0,0,0,0,0,0,0,1450,64,1115,14,631,25,3,37
80,20,0,0,0,0,0,0,0,1104,41,683,22,367,37,3,30
80,20,0,0,0,0,0,0,0,1512,31,969,12,381,27,2,31
80,20,0,0,0,0,0,0,0,929,52,525,18,257,28,5,23
80,20,0,0,0,0,0,0,0,1505,54,1060,10,586,27,3,67
80,20,0,0,0,0,0,0,0,1677,57,1182,24,553,20,5,68
80,20,0,0,0,0,0,0,0,907,60,522,13,327,38,1,10
80,20,0,0,0,0,0,0,0,1654,57,906,16,440,35,4,53
80,20,0,0,0,0,0,0,0,1170,51,823,15,469,36,2,46
80,20,0,0,0,0,0,0,0,1351,32,1029,20,535,27,5,31
80,20,0,0,0,0,0,0,0,1626,61,1044,18,445,23,4,58
80,20,0,0,0,0,0,0,0,1479,39,939,5,404,30,4,51
80,20,0,0,0,0,0,0,0,1382,52,1073,15,612,36,1,48
80,20,0,0,0,0,0,0,0,1150,30,866,5,501,35,2,14
80,20,0,0,0,0,0,0,0,1258,37,824,16,358,11,3,38
80,20,0,0,0,0,0,0,0,1117,64,757,24,415,31,5,31
80,20,0,0,0,0,0,0,0,989,40,707,6,391,19,1,17
80,20,0,0,0,0,0,0,0,1625,68,1145,12,513,23,2,37
80,20,0,0,0,0,0,0,0,1455,62,986,18,541,28,1,50
80,20,0,0,0,0,0,0,0,980,64,708,17,319,29,3,18
80,20,0,0,0,0,0,0,0,878,49,650,8,278,25,1,14
80,20,0,0,0,0,0,0,0,1340,44,901,13,364,38,1,55
80,20,0,0,0,0,0,0,0,1688,40,1211,17,535,22,1,55
80,20,0,0,0,0,0,0,0,726,41,504,22,283,33,3,4
80,20,0,0,0,0,0,0,0,1518,39,993,23,526,38,3,55
80,20,0,0,0,0,0,0,0,1298,69,719,10,348,12,4,24
80,20,0,0,0,0,0,0,0,780,41,558,9,286,26,5,10
80,20,0,0,0,0,0,0,0,1353,51,989,21,435,21,4,66
80,20,0,0,0,0,0,0,0,1134,50,642,17,424,32,1,37
80,20,0,0,0,0,0,0,0,1103,42,663,10,426,20,2,29
80,20,0,0,0,0,0,0,0,1620,38,1199,9,631,22,3,46
80,20,0,0,0,0,0,0,0,827,41,647,5,265,12,2,6
80,20,0,0,0,0,0,0,0,912,36,569,15,257,19,4,17
80,20,0,0,0,0,0,0,0,1437,42,972,23,529,36,1,54
80,20,0,0,0,0,0,0,0,946,69,622,10,297,23,3,12
80,20,0,0,0,0,0,0,0,798,55,590,7,315,39,3,8
80,20,0,0,0,0,0,0,0,1418,49,951,8,564,28,3,75
80,20,0,0,0,0,0,0,0,980,65,748,22,252,32,4,16
80,20,0,0,0,0,0,0,0,1272,37,852,8,439,12,5,44
80,20,0,0,0,0,0,0,0,1486,40,948,9,493,36,5,60
80,20,0,0,0,0,0,0,0,1065,44,833,20,443,26,5,27
80,20,0,0,0,0,0,0,0,1510,36,1037,16,390,24,2,45
80,20,0,0,0,0,0,0,0,977,68,529,18,266,27,2,9
80,20,0,0,0,0,0,0,0,1601,44,1171,14,510,29,3,65
80,20,0,0,0,0,0,0,0,853,47,470,12,268,34,2,10
80,20,0,0,0,0,0,0,0,1095,67,673,21,370,10,3,21
80,20,0,0,0,0,0,0,0,720,59,485,10,299,15,5,8
80,20,0,0,0,0,0,0,0,951,47,716,6,347,33,5,26
80,20,0,0,0,0,0,0,0,1575,30,1155,23,475,24,3,29
80,20,0,0,0,0,0,0,0,934,64,558,8,316,12,5,18
80,20,0,0,0,0,0,0,0,1622,49,883,22,579,25,5,67
80,20,0,0,0,0,0,0,0,1526,60,1141,14,615,15,4,50
80,20,0,0,0,0,0,0,0,762,64,579,19,191,22,1,0
80,20,0,0,0,0,0,0,0,756,45,456,22,257,26,3,5
80,20,0,0,0,0,0,0,0,1383,42,783,21,518,27,5,50
80,20,0,0,0,0,0,0,0,1061,33,621,9,291,33,4,18
80,20,0,0,0,0,0,0,0,879,35,477,7,239,39,5,13
80,20,0,0,0,0,0,0,0,816,36,477,24,230,26,5,11
80,20,0,0,0,0,0,0,0,872,42,666,13,267,21,1,8
80,20,0,0,0,0,0,0,0,1311,37,770,10,405,23,1,33
80,20,0,0,0,0,0,0,0,840,43,549,9,229,24,1,9
80,20,0,0,0,0,0,0,0,1682,64,1324,5,518,10,2,34
80,20,0,0,0,0,0,0,0,1658,43,1161,13,418,26,2,62
80,20,0,0,0,0,0,0,0,1165,45,875,12,458,38,4,38
80,20,0,0,0,0,0,0,0,1182,63,839,23,442,16,3,30
80,20,0,0,0,0,0,0,0,1550,63,1191,6,439,11,2,36
80,20,0,0,0,0,0,0,0,1675,63,1062,15,507,36,2,52
80,20,0,0,0,0,0,0,0,1110,60,838,23,449,10,2,21
80,20,0,0,0,0,0,0,0,1013,64,561,11,329,16,3,17
80,20,0,0,0,0,0,0,0,1531,58,843,5,579,10,5,47
80,20,0,0,0,0,0,0,0,1619,43,1129,5,409,21,4,61
80,20,0,0,0,0,0,0,0,1189,64,776,5,406,30,3,31
80,20,0,0,0,0,0,0,0,724,30,429,5,193,20,3,4
80,20,0,0,0,0,0,0,0,1646,36,1039,20,437,24,2,45
80,20,0,0,0,0,0,0,0,1383,50,813,22,426,27,4,67
80,20,0,0,0,0,0,0,0,1228,50,745,6,421,15,2,49
80,20,0,0,0,0,0,0,0,1400,40,781,22,490,16,2,40
80,20,0,0,0,0,0,0,0,1443,56,964,21,562,24,1,62
80,20,0,0,0,0,0,0,0,1662,34,1295,16,682,21,1,31
80,20,0,0,0,0,0,0,0,958,46,710,14,352,19,2,21
80,20,0,0,0,0,0,0,0,1614,64,1220,10,704,28,2,36
80,20,0,0,0,0,0,0,0,1068,39,773,7,382,38,1,21
80,20,0,0,0,0,0,0,0,1042,69,652,8,307,12,3,16
